x,theta
-5.316226098790946,0.012015934451872018
-5.315637547329811,-0.02237052172160789
-5.313427805506662,0.009235328387710046
-5.31532617470546,-0.006261281323905771
-5.316298733073721,-0.023083558524353592
-5.318133369992813,-0.037108408356983674
-5.319070689369702,-0.013045959463042517
-5.313567987883932,-0.006896015750776668
-5.318154309102943,0.0075420507082240296
-5.318153035726082,0.0066975820328627755
-5.3191314264370515,-0.005690346435628574
-5.319363269271368,-0.009884244874162923
-5.319670334162239,0.0006222197741619084
-4.849880056071092,-0.016909377248637697
-4.850512604056245,-0.04248200671090349
-4.848194653428251,-0.014757740191381624
-4.853646983402771,0.006288265059305492
-4.843761181675254,0.004709048698218449
-4.852396104793966,-0.006826661187474298
-4.852168575410507,-0.015034454197368569
-4.84360445478784,-0.012968261759061822
-4.853000491617729,-0.018090985985269786
-4.8516118586683605,-0.01877938232939355
-4.8489359712212226,-0.03148078612267333
-4.852632577861613,-0.015580594987714552
-4.853784365950147,-0.02529484895476572
-4.848092786529683,-0.029663304853695144
-4.386884157770595,-0.04011571143750656
-4.38671651270684,-0.07120516827975495
-4.381996018675609,-0.038749788800607615
-4.382515495524104,-0.014874982550609123
-4.384121310182642,-0.04067822898148907
-4.387940895665885,-0.02797351933471745
-4.380785058879426,-0.020653375663222756
-4.383368689716012,-0.030995525890970405
-4.3858280962416165,-0.04801225940002937
-4.386682274238313,0.023965029168837387
-4.386839490834098,-0.028910640447849162
-3.918023924445454,-0.10731687359923467
-3.916119804306834,-0.06893673063333391
-3.91825498750363,-0.04911488482973422
-3.91397886460072,-0.03781567939201677
-3.9149717663508854,-0.03394064738542088
-3.9139826724487086,-0.0448330441682436
-3.913226173832042,-0.03687800473942013
-3.9127304534449383,-0.03254333171037979
-3.9154957050906183,-0.04591421735887333
-3.919552221394512,-0.03584100097852902
-3.913192690676484,-0.04151037397889709
-3.9142381706059406,-0.04352120552500313
-3.4484546757104644,-0.07320871034834428
-3.451931178805901,-0.0761005512733017
-3.450221797932109,-0.05650122908190777
-3.4512070179887573,-0.0715604241177221
-3.454888196235706,-0.054501615718747426
-3.4490711516634054,-0.06238626259280486
-3.4523298010539234,-0.02387884795385939
-3.450175166813985,-0.0712040907758584
-3.4467182784628503,-0.06146264708582813
-3.4481806255999663,-0.04606094157343474
-3.4482544131922,-0.05844940385530714
-2.983138805832678,-0.09910347734568223
-2.986418257382113,-0.09328360601467664
-2.980351840727548,-0.12034313137904482
-2.9825905702093225,-0.13383060324745652
-2.982769089841571,-0.07653446129366512
-2.980654521999352,-0.07516882027132607
-2.982106915794897,-0.04784091042093694
-2.9807581578243147,-0.12766712211978934
-2.983060814108088,-0.057983585402088006
-2.981080278202973,-0.09009788692937867
-2.9807405972955894,-0.08257978095964932
-2.978463396924866,-0.111677056465143
-2.5120701801437253,-0.12305266720014216
-2.5114357266026603,-0.11527615303210845
-2.520569462745506,-0.098998620664664
-2.5125847417600693,-0.0849142323745675
-2.5126174970592228,-0.05985132509726207
-2.5140704507372074,-0.0985277258670629
-2.5212264415101067,-0.08226490608329182
-2.507116363591512,-0.1558564196148615
-2.5097660035194815,-0.14369485268902846
-2.516823429753417,-0.12063332374129707
-2.510829489792641,-0.13587683642160406
-2.5122676730579427,-0.09986512700339054
-2.513826911780796,-0.1294139036580688
-2.0423268714309715,-0.16680547652817387
-2.045302385798673,-0.15263878829463093
-2.0467790770534116,-0.15438922845346156
-2.0450956537576817,-0.09285902392158205
-2.0479918241428052,-0.12879897040763952
-2.047545293327425,-0.15898633535272985
-2.0474698189030804,-0.1637598145572807
-2.0454455296125325,-0.1717739102712976
-2.0477711740187012,-0.17325809300916492
-2.052539169181529,-0.1292120452543115
-2.04628230765914,-0.14994990442947717
-1.5796665018312748,-0.1851425316449586
-1.5846605348046392,-0.14239305458722182
-1.5837676223423416,-0.1591918312748701
-1.5833713616698408,-0.12719172623546623
-1.5769166644853114,-0.14095576330294277
-1.580538472940444,-0.1989596486122631
-1.5799977563960472,-0.19459183411353684
-1.583746508367919,-0.15275047885139534
-1.582030627719854,-0.1699269167170265
-1.5792261403592605,-0.16695281888585486
-1.5823325750400485,-0.16246318810606383
-1.113484165821518,-0.13908977879619486
-1.1129037468066096,-0.12153936106263494
-1.1144542070915304,-0.1602488751866111
-1.11549534967586,-0.15383209611482404
-1.1154837334781416,-0.1511583163713439
-1.1130964615988876,-0.15876796234995003
-1.1044758143674223,-0.1686018114881118
-1.1164696121560032,-0.15770992740328735
-1.1142723362221894,-0.1283429807055025
-1.1146383126996207,-0.13436422927704236
-1.1109282673950451,-0.1474741031836064
-1.1132604667165182,-0.1385523009293674
-1.117097123682587,-0.1349790270162212
-1.1097022918259598,-0.1680820669464402
-1.1067426236759963,-0.14746122182881868
-0.6474981746624799,-0.10262205621211293
-0.6445623436680714,-0.10506219290750815
-0.6475883715803041,-0.11786989998767347
-0.6497942705802854,-0.10290952911945281
-0.6459801487019513,-0.09561102095866866
-0.6507710141819799,-0.09791530564541359
-0.6464519882689852,-0.0841238629261711
-0.6444643120082855,-0.08944420480407997
-0.6478933819157076,-0.10584725342146359
-0.651343396575448,-0.09048727527742148
-0.17873700438870038,-0.04577892820030047
-0.1819433464249522,-0.03526035020775595
-0.18150000569390712,-0.027737180672559453
-0.18000718341467703,-0.03815007001917256
-0.17610981166209216,-0.021154322397778785
-0.17517990661687438,-0.025620343600121415
-0.18124119198917732,-0.04389780192851275
-0.18392045765479303,-0.030159203176223642
-0.18522596954800852,-0.001447620216593809
-0.18080628949280983,-0.014915204320279568
0.2873333126361876,0.050564186566802755
0.2867194690293211,0.05112128249218409
0.28715512428611456,0.04796751875771246
0.28680103061591805,0.06401526895469625
0.28833259787758464,0.04436385760912856
0.293570518721274,0.040162495593774744
0.28574444045648983,0.048841186123171926
0.28711758711336255,0.05230520402593311
0.2900811123916217,0.07636473064350716
0.28447147639996934,0.06790629256713146
0.28439976787418786,0.059300790452073954
0.28872751448786166,0.07989545397779788
0.7546233938995923,0.11914420424578157
0.7491071103073357,0.11807903023678915
0.752870034434249,0.10154754976694405
0.7522031630013014,0.1167199883978414
0.7569705289851094,0.10485756039758368
0.7549832874919662,0.13570656835878572
0.7546899232964225,0.13035818842702665
0.762156081140917,0.1468522417287648
0.7575945412444712,0.13188235066106116
0.7515317721693844,0.10849924365311317
0.7478573584828685,0.13026537777429328
0.7509046275805464,0.12884273070955124
0.7495622153947815,0.09063971348924807
1.2175196034929625,0.1552856374261096
1.2183261737892717,0.13058448474125275
1.215211414332669,0.12253776561386645
1.2168655373311528,0.17581578512008347
1.2192950382853658,0.1395162195218891
1.2224743577880868,0.17558628732012707
1.216951086087402,0.1678691166229407
1.2192673088242643,0.16358640082443257
1.220668542321023,0.1754503525319813
1.2197912541125664,0.1531670539569492
1.219960348250253,0.12083508438397564
1.6884961133094296,0.19006137139044557
1.6875288911399875,0.1662948497164767
1.6865602915807458,0.14584269610835435
1.6863583752523934,0.19632041228033728
1.6898660262629566,0.12494062958325117
1.68922453693335,0.1587890790802249
1.68805518136964,0.16341924264131483
1.6887670880723733,0.15568322982182872
1.6847654771679421,0.1431279080775332
1.6859208723993273,0.17008413659592184
2.150316209099003,0.1543774206107538
2.154941745513059,0.11990124648905212
2.153955946630066,0.14943205755030034
2.15464510720079,0.15492625712509692
2.152785662567847,0.1520888950846673
2.1507615008862935,0.15729209235642364
2.14965372728468,0.11746854872625992
2.161181901153136,0.1568967118623377
2.1496017097700477,0.1355138201162334
2.157618350597795,0.16811389471767949
2.1527625907704646,0.14411148053762737
2.151360214552545,0.14981081102894336
